sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric	Experiment	Date	Year	Port	Pesticide.Sample	Neonictinoids	Organophosphates	Pyrethroids	Sample.time	AM.PM	Number	Vol.filtered.mL	Temp	Conductivity	Turbidity.NTU	Nitrates.mgL	DO	DO.mg.L	pH	Salinity	Total.vol.gal	Wind.direction	Wind.ms	H2O.use	cloud.cover	Ambient.temperature	SampleType	Dosing
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric																												
BR1B1014	19058	4904	25.73	3717	2171	11.39	1992	10.45	Sampling	27-Aug	2024	4	BR1_4_004	24.4	0	0	9:50 AM	AM	14	660	16.9	3.116	8.2	0	1.3	0.13	7.13	1.64	411177	SE	0	Y	40	18	Water	Pre
BR1B1015	20137	1769	8.78	1323	701	3.48	607	3.01	Sampling	27-Aug	2024	1					1:58 PM	PM	15	540	17.1	3.079	2.3	0	29.3	2.8	7.14	1.62	NA		NA		NA	NA	Water	Pre
BR1B1016b	4829	446	9.24	258	44	0.91	25	0.52	Sampling	27-Aug	2024	4					2:05 PM	PM	16	480	17.47	3.107	0.8	0	4	0.37	7.17	1.63	NA		NA		NA	NA	Water	Pre
BR1B1017b	16010	165	1.03	61	7	0.04	7	0.04	Sampling	4-Sep	2024	1	BR1_1_005	54	58.88	96	9:52 AM	AM	17	660	17.15	3.275	255	2300	12.6	1.2	7.04	1.72	432627	W	3	N	40	21	Water	Pre
BR1B1018b	521	66	12.67	62	62	11.9	61	11.71	Sampling	4-Sep	2024	4	BR1_4_005	61	43	95.276	9:52 AM	AM	18	480	17.3	3.255	15.55	6300	7.3	0.69	7.16	1.71	432627	W	3	N	40	21	Water	Pre
BR1B1019	29	3	10.34	1	0	0	0	0	Sampling	4-Sep	2024	1					2:27 PM	PM	19	480	17.333	3.22	1.5	0	9.8	0.94	7.16	1.69	435678	W	3	N	50	20	Water	Pre
BR1B1020	59	5	8.47	4	1	1.69	1	1.69	Sampling	4-Sep	2024	4					2:27 PM	PM	20	480	17.5	3.213	8.3	0	5	0.46	7.18	1.69	435678	W	3	N	50	20	Water	Pre
BR1B1021	55	8	14.55	7	7	12.73	7	12.73	Sampling	5-Sep	2024	1	BR1_1_006	50	49	95.505	10:07 AM	AM	21	1140	16.975	3.123	13.25	110	13.2	1.25	7.14	1.64	437856	NW	2	N	41	22	Water	Pre
BR1B1022	43	3	6.98	2	0	0	0	0	Sampling	5-Sep	2024	4	BR1_4_006	80	74	103.729	10:11 AM	AM	22	NA	17.24	3.178	12.3	37	2.6	0.23	7.17	1.64	437856	NW	2	N	41	22	Water	Pre
BR1B1023	2071	100	4.83	53	38	1.83	33	1.59	Sampling	5-Sep	2024	1					2:18 PM	PM	23	1380	17.359	3.099	-43.05	0	20.1	1.91	7.2	1.63	440431	W	3	N	33	22	Water	Pre
BR1B1024	27	5	18.52	1	0	0	0	0	Sampling	5-Sep	2024	4					2:21 PM	PM	24	360	17.55	3.164	-41	0.05	3.8	0.35	7.2	1.66	440431	W	3	N	33	22	Water	Pre
BR1B1025	10899	2634	24.17	1949	1180	10.83	1067	9.79	Sampling	9/23/24	2024	1	BR1_1_007	32	81.525	133.924	9:56 AM	AM	25	600	17.354	3.273	-0.78	NA	11.5	1.07	7.1	1.72	453647	W	2	N	33	18	Water	Post
BR1B1026	19101	4409	23.08	3187	1604	8.4	1517	7.94	Sampling	9/23/24	2024	4	BR1_4_007	3710.9	55.97	217.546	9:56 AM	AM	26	1080	18.2	3.061	298.64	178	21	1.95	7.59	1.6	453647	W	2	N	33	18	Water	Post
BR1B1027	21237	4802	22.61	3497	2384	11.23	2200	10.36	Sampling	9/23/24	2024	1					2:04 PM	PM	27	1500	17.457	3.23	0	NA	6.8	0.65	7.16	1.6	457050	W	3	N	36	22	Water	Post
BR1B1028	723	159	21.99	52	23	3.18	23	3.18	Sampling	9/23/24	2024	4					2:04 PM	PM	28	240	17.968	3.246	7.86	5000	5.3	0.5	7.41	1.71	457050	W	3	N	36	22	Water	Post
BR1B1029	14303	3307	23.12	2613	1743	12.19	1592	11.13	Sampling	9/24/24	2024	1	BR1_1_008	36	70	186.937	9:37 AM	AM	29	720	17.066	3.205	-0.37	0.46	12.5	1.19	7.17	1.69	457346	W	2	Y	41	20	Water	Post
BR1B1030	664	104	15.66	19	0	0	0	0	Sampling	9/24/24	2024	4	BR1_4_008	2684.6	53	94.93	9:42 AM	AM	30	240	17.036	3.249	0.66	0.08	1.8	0.17	7.4	1.71	457346	W	2	Y	41	20	Water	Post
BR1B1031	14632	3272	22.36	2470	1437	9.82	1277	8.73	Sampling	9/24/24	2024	1					2:15 PM	PM	31	600	17.533	3.205	-2.49	NA	14.3	1.36	7.19	1.68	457635	W	4	N	40	20	Water	Post
BR1B1032	10219	2461	24.08	1502	708	6.93	649	6.35	Sampling	9/24/24	2024	4					2:20 PM	PM	32	300	17.39	3.241	811	NA	3.5	0.34	7.48	1.7	457635	W	4	N	40	20	Water	Post
BR1B1033	19514	2329	11.94	1839	1150	5.89	1042	5.34	Sampling	9/30/24	2024	1	BR1_1_009	143.5999994		0	9:44 AM	AM	33	360	17.3	3.311	4.6	0	13	1.24	7.12	1.72	460424	NW	2	N	11	20	Water	Post
BR1B1034	14873	4184	28.13	3193	2245	15.09	2087	14.03	Sampling	9/30/24	2024	4	BR1_4_009	2378.099998		31.52100038	9:44 AM	AM	34	720	17.4	3.305	4.66	0	12.4	1.15	7.44	1.72	460424	NW	2	N	11	20	Water	Post
BR1B1035	10197	2283	22.39	1796	1289	12.64	1231	12.07	Sampling	10/1/24	2024	1					2:21 PM	PM	35	900	17.4	3.248	-0.21	83.17	9.1	0.87	7.17	1.69	463624	W	3	Y	0	26	Water	Post
BR1B1036	10470	2346	22.41	1550	811	7.75	767	7.33	Sampling	10/1/24	2024	4					2:21 PM	PM	36	360	18.2	3.292	1398	89.05	8.2	0.76	7.33	1.71	463624	W	3	Y	0	26	Water	Post
BR1B1037	13838	3178	22.97	2327	1570	11.35	1419	10.25	Sampling	10/1/24	2024	1	BR1_1_010	164.8999996		0	9:47 AM	AM	37	NA	17.4	3.233	-0.32	103.4	13.8	1.29	7.13	1.68	464912	NW	1	N	0	26	Water	Post
BR1B1038	7869	1566	19.9	961	489	6.21	454	5.77	Sampling	10/1/24	2024	4	BR1_4_010	1347.700001		11.69999981	9:47 AM	AM	38	300	16.5	3.266	8	98.74	4.5	0.27	7.23	1.68	464912	NW	1	N	0	26	Water	Post
BR1B1039	2873	536	18.66	314	148	5.15	145	5.05	Sampling	10/1/24	2024	1					2:15 PM	PM	39	480	18.1	3.237	1.14	99.81	14.9	1.38	7.18	1.58	464912	W	4	N	5	27	Water	Post
BR1B1040	20093	4094	20.38	2934	1749	8.7	1645	8.19	Sampling	10/1/24	2024	4					2:15 PM	PM	40	180	18	3.264	5	96.99	12.5	0.94	7.28	1.69	464912	W	4	N	5	27	Water	Post
BR1B1041	32015	6698	20.92	4950	3093	9.66	2714	8.48	Sampling	10/7/24	2024	1	BR1_1_011	16.5	0	0	10:00 AM	AM	41	1.08	17.4	2.832	17.27	88.19	13.2	1.25	7.13	1.74	465164	W	1	N	29	26	Water	Post
BR1B1042	22915	5474	23.89	4324	2922	12.75	2693	11.75	Sampling	10/7/24	2024	4	BR1_4_011	3052.7	0	0	10:00 AM	AM	42	540	17.6	2.789	5	55	8.5	0.79	7.31	1.7	465164	W	1	N	29	26	Water	Post
BR1B1043	29612	5916	19.98	4264	2608	8.81	2338	7.9	Sampling	10/7/24	2024	1					2:21 PM	PM	43	460	17.7	2.807	0.4	82.5	16.1	1.5	7.21	1.72	465168	W	4	N	16	26	Water	Post
BR1B1044	25581	4458	17.43	3388	2089	8.17	1926	7.53	Sampling	10/7/24	2024	4					2:21 PM	PM	44	480	17.7	2.731	2.24	50	8	0.73	7.34	1.66	465168	W	4	N	16	26	Water	Post
BR1B1046	18795	3957	21.05	2784	1588	8.45	1422	7.57	Sampling	10/8/24	2024	4	BR1_4_012	1699.89	0	0	9:40 AM	AM	46	540	17	2.745	2.24	4.7	3.4	0.31	7.31	1.71	465169	W	2	N	15	20	Water	Post
BR1B1047	16792	1851	11.02	1153	673	4.01	613	3.65	Sampling	10/8/24	2024	1					1:40 PM	PM	47	960	17.5	2.775	0.51	94.2	15	1.47	7.19	1.7	465283	W	3	N	8	21	Water	Post
BR1B1048	18151	5122	28.22	3879	2476	13.64	2355	12.97	Sampling	10/8/24	2024	4					1:40 PM	PM	48	540	17.3	2.762	6.7	71.36	3.5	0.33	7.33	1.71	465283	W	3	N	8	21	Water	Post
BR1S1001	10559	2420	22.92	1709	784	7.42	682	6.46	Sampling	20-Aug	2024	1	BR1_1_001	20.5	0	0	10:38 AM	AM	1	180	16.93	3.295	-299	16.04	16.8	1.6	7.07	1.74	386309	W	NA	Y	0	21.1	Sediment	Pre
BR1S1002	82	11	13.41	8	0	0	0	0	Sampling	20-Aug	2024	4	BR1_4_001	76.6	0	0	10:38 AM	AM	2	360	17.154	3.288	-289	23.4	6.9	0.66	7.12	1.73	386309	W	NA	Y	0	21.1	Sediment	Pre
BR1S1003	535	92	17.2	6	0	0	0	0	Sampling	20-Aug	2024	1					1:40 PM	PM	3	180	17.062	3.215	-296	278.76	14.2	1.37	7.14	1.69	NA		NA		NA	NA	Sediment	Pre
BR1S1004	54	5	9.26	2	0	0	0	0	Sampling	20-Aug	2024	4					2:08 PM	PM	4	420	17.297	3.216	-205	318.52	2.9	6.27	7.15	7.69	NA		NA		NA	NA	Sediment	Pre
BR1S1005	71	16	22.54	13	7	9.86	7	9.86	Sampling	21-Aug	2024	1	BR1_1_002	13.3	0	0	9:28 AM	AM	5	300	16.913	3.253	-308.86	4500	15.3	1.48	7.09	1.71	389795	E	2	Y	0	18	Sediment	Pre
BR1S1006	48	8	16.67	4	1	2.08	0	0	Sampling	21-Aug	2024	4	BR1_4_002	27.6	0	0	9:28 AM	AM	6	600	17.16	3.255	-228.85	1591.83	6.2	0.6	7.15	1.71	389795	E	2	Y	0	18	Sediment	Pre
BR1S1007	32	2	6.25	1	1	3.12	0	0	Sampling	21-Aug	2024	1					1:21 PM	PM	7	600	16.992	3.175	-313.3	5073.03	13.5	1.3	7.14	1.67	NA		NA		NA	NA	Sediment	Pre
BR1S1008	51	14	27.45	8	2	3.92	0	0	Sampling	21-Aug	2024	4					1:21 PM	PM	8	600	17.309	3.215	-269	2600	1.8	0.16	7.14	1.69	NA		NA		NA	NA	Sediment	Pre
BR1S1009	53	5	9.43	1	0	0	0	0	Sampling	8/26/24	2024	1	BR1_1_003	28.7	0	0	9:56 AM	AM	9	480	16.997	3.223	0.33	1200	14.5	1.39	7.16	1.69	394294	SE	3	Y	5	25	Sediment	Pre
BR1S1010	67	11	16.42	4	3	4.48	0	0	Sampling	8/26/24	2024	4	BR1_4_003	31.4	0	0	9:56 AM	AM	10	420	17.438	3.255	-0.13	2800	1.1	0.11	7.28	1.71	394294	SE	3	Y	5	25	Sediment	Pre
BR1S1011	62	5	8.06	4	4	6.45	4	6.45	Sampling	8/26/24	2024	1					4:00 PM	PM	11	720	16.961	3.144	-0.41	0.01	16.4	1.57	7.17	1.65	401643	NE	3		25	21	Sediment	Pre
BR1S1012	30040	6280	20.91	5120	2689	8.95	2516	8.38	Sampling	8/26/24	2024	4					4:13 PM	PM	12	840	17.534	3.225	-0.35	0.52	1.2	0.11	7.24	1.7	401643	NE	3		25	21	Sediment	Pre
BR1S1013	25667	5682	22.14	4718	2769	10.79	2606	10.15	Sampling	27-Aug	2024	1	BR1_1_004	22.7	0	0	9:50 AM	AM	13	1800	16.957	3.089	-0.45	0	25	2.38	7.13	1.62	411177	SE	0	Y	40	18	Sediment	Pre
BR1S1014	39019	8068	20.68	6728	3609	9.25	3216	8.24	Sampling	27-Aug	2024	4	BR1_4_004	24.4	0	0	9:50 AM	AM	14	660	16.9	3.116	8.2	0	1.3	0.13	7.13	1.64	411177	SE	0	Y	40	18	Sediment	Pre
BR1S1015	47199	9908	20.99	8259	4382	9.28	3903	8.27	Sampling	27-Aug	2024	1					1:58 PM	PM	15	540	17.1	3.079	2.3	0	29.3	2.8	7.14	1.62	NA		NA		NA	NA	Sediment	Pre
BR1S1016	52718	5927	11.24	4799	2566	4.87	2231	4.23	Sampling	27-Aug	2024	4					2:05 PM	PM	16	480	17.47	3.107	0.8	0	4	0.37	7.17	1.63	NA		NA		NA	NA	Sediment	Pre
BR1S1017	34454	7932	23.02	6569	3369	9.78	3136	9.1	Sampling	4-Sep	2024	1	BR1_1_005	54	58.88	96	9:52 AM	AM	17	660	17.15	3.275	255	2300	12.6	1.2	7.04	1.72	432627	W	3	N	40	21	Sediment	Pre
BR1S1018	32430	7040	21.71	5741	3011	9.28	2889	8.91	Sampling	4-Sep	2024	4	BR1_4_005	61	43	95.276	9:52 AM	AM	18	480	17.3	3.255	15.55	6300	7.3	0.69	7.16	1.71	432627	W	3	N	40	21	Sediment	Pre
BR1S1019	25386	4798	18.9	3670	1901	7.49	1755	6.91	Sampling	4-Sep	2024	1					2:27 PM	PM	19	480	17.333	3.22	1.5	0	9.8	0.94	7.16	1.69	435678	W	3	N	50	20	Sediment	Pre
BR1S1020	20219	3982	19.69	3159	1712	8.47	1622	8.02	Sampling	4-Sep	2024	4					2:27 PM	PM	20	480	17.5	3.213	8.3	0	5	0.46	7.18	1.69	435678	W	3	N	50	20	Sediment	Pre
BR1S1021	32644	8695	26.64	7352	4283	13.12	3973	12.17	Sampling	5-Sep	2024	1	BR1_1_006	50	49	95.505	10:07 AM	AM	21	1140	16.975	3.123	13.25	110	13.2	1.25	7.14	1.64	437856	NW	2	N	41	22	Sediment	Pre
BR1S1022	20879	4321	20.7	3612	2023	9.69	1874	8.98	Sampling	5-Sep	2024	4	BR1_4_006	80	74	103.729	10:11 AM	AM	22	NA	17.24	3.178	12.3	37	2.6	0.23	7.17	1.64	437856	NW	2	N	41	22	Sediment	Pre
BR1S1023	38204	8524	22.31	7147	4089	10.7	3859	10.1	Sampling	5-Sep	2024	1					2:18 PM	PM	23	1380	17.359	3.099	-43.05	0	20.1	1.91	7.2	1.63	440431	W	3	N	33	22	Sediment	Pre
BR1S1024	18894	4833	25.58	4173	2996	15.86	2463	13.04	Sampling	5-Sep	2024	4					2:21 PM	PM	24	360	17.55	3.164	-41	0.05	3.8	0.35	7.2	1.66	440431	W	3	N	33	22	Sediment	Pre
BR1S1025	41261	8749	21.2	7489	4407	10.68	4144	10.04	Sampling	9/23/24	2024	1	BR1_1_007	32	81.525	133.924	9:56 AM	AM	25	600	17.354	3.273	-0.78	NA	11.5	1.07	7.1	1.72	453647	W	2	N	33	18	Sediment	Post
BR1S1026	32843	8115	24.71	6749	3814	11.61	3640	11.08	Sampling	9/23/24	2024	4	BR1_4_007	3710.9	55.97	217.546	9:56 AM	AM	26	1080	18.2	3.061	298.64	178	21	1.95	7.59	1.6	453647	W	2	N	33	18	Sediment	Post
BR1S1027	14702	2651	18.03	2024	1130	7.69	1037	7.05	Sampling	9/23/24	2024	1					2:04 PM	PM	27	1500	17.457	3.23	0	NA	6.8	0.65	7.16	1.6	457050	W	3	N	36	22	Sediment	Post
BR1S1028	29258	6026	20.6	4752	2268	7.75	2129	7.28	Sampling	9/23/24	2024	4					2:04 PM	PM	28	240	17.968	3.246	7.86	5000	5.3	0.5	7.41	1.71	457050	W	3	N	36	22	Sediment	Post
BR1S1029	32482	8113	24.98	6551	3312	10.2	3022	9.3	Sampling	9/24/24	2024	1	BR1_1_008	36	70	186.937	9:37 AM	AM	29	720	17.066	3.205	-0.37	0.46	12.5	1.19	7.17	1.69	457346	W	2	Y	41	20	Sediment	Post
BR1S1030	46	5	10.87	4	4	8.7	4	8.7	Sampling	9/24/24	2024	4	BR1_4_008	2684.6	53	94.93	9:42 AM	AM	30	240	17.036	3.249	0.66	0.08	1.8	0.17	7.4	1.71	457346	W	2	Y	41	20	Sediment	Post
BR1S1031	37023	7883	21.29	6585	3463	9.35	3270	8.83	Sampling	9/24/24	2024	1					2:15 PM	PM	31	600	17.533	3.205	-2.49	NA	14.3	1.36	7.19	1.68	457635	W	4	N	40	20	Sediment	Post
BR1S1032	16175	3872	23.94	2993	1644	10.16	1560	9.64	Sampling	9/24/24	2024	4					2:20 PM	PM	32	300	17.39	3.241	811	NA	3.5	0.34	7.48	1.7	457635	W	4	N	40	20	Sediment	Post
BR1S1033	41577	8671	20.86	6941	2969	7.14	2667	6.41	Sampling	9/30/24	2024	1	BR1_1_009	143.5999994		0	9:44 AM	AM	33	360	17.3	3.311	4.6	0	13	1.24	7.12	1.72	460424	NW	2	N	11	20	Sediment	Post
BR1S1034	23631	4961	20.99	3842	1802	7.63	1709	7.23	Sampling	9/30/24	2024	4	BR1_4_009	2378.099998		31.52100038	9:44 AM	AM	34	720	17.4	3.305	4.66	0	12.4	1.15	7.44	1.72	460424	NW	2	N	11	20	Sediment	Post
BR1S1035	26554	5773	21.74	4671	2601	9.8	2330	8.77	Sampling	9/30/24	2024	1					2:21 PM	PM	35	900	17.4	3.248	-0.21	83.17	9.1	0.87	7.17	1.69	463624	W	3	Y	0	26	Sediment	Post
BR1S1036	23684	4753	20.07	3658	1608	6.79	1485	6.27	Sampling	9/30/24	2024	4					2:21 PM	PM	36	360	18.2	3.292	1398	89.05	8.2	0.76	7.33	1.71	463624	W	3	Y	0	26	Sediment	Post
BR1S1037	23970	4982	20.78	3921	1818	7.58	1589	6.63	Sampling	10/1/24	2024	1	BR1_1_010	164.8999996		0	9:47 AM	AM	37	NA	17.4	3.233	-0.32	103.4	13.8	1.29	7.13	1.68	464912	NW	1	N	0	26	Sediment	Post
BR1S1038	65166	11965	18.36	10056	5103	7.83	4336	6.65	Sampling	10/1/24	2024	4	BR1_4_010	1347.700001		11.69999981	9:47 AM	AM	38	300	16.5	3.266	8	98.74	4.5	0.27	7.23	1.68	464912	NW	1	N	0	26	Sediment	Post
BR1S1039	36853	8534	23.16	6811	3362	9.12	2798	7.59	Sampling	10/1/24	2024	1					2:15 PM	PM	39	480	18.1	3.237	1.14	99.81	14.9	1.38	7.18	1.58	464912	W	4	N	5	27	Sediment	Post
BR1S1040	21493	4162	19.36	3024	1334	6.21	1190	5.54	Sampling		2024	4					2:15 PM	PM	40	180	18	3.264	5	96.99	12.5	0.94	7.28	1.69	464912	W	4	N	5	27	Sediment	Post
BR1S1041	37681	9228	24.49	7653	4150	11.01	3715	9.86	Sampling	10/7/24	2024	1	BR1_1_011	16.5	0	0	10:00 AM	AM	41	1.08	17.4	2.832	17.27	88.19	13.2	1.25	7.13	1.74	465164	W	1	N	29	26	Sediment	Post
BR1S1042	66415	15164	22.83	13196	7764	11.69	7221	10.87	Sampling	10/7/24	2024	4	BR1_4_011	3052.7	0	0	10:00 AM	AM	42	540	17.6	2.789	5	55	8.5	0.79	7.31	1.7	465164	W	1	N	29	26	Sediment	Post
BR1S1043	35206	6803	19.32	5654	3100	8.81	2742	7.79	Sampling	10/7/24	2024	1					2:21 PM	PM	43	460	17.7	2.807	0.4	82.5	16.1	1.5	7.21	1.72	465168	W	4	N	16	26	Sediment	Post
BR1S1044	24223	3834	15.83	2869	1162	4.8	1080	4.46	Sampling	10/7/24	2024	4					2:21 PM	PM	44	480	17.7	2.731	2.24	50	8	0.73	7.34	1.66	465168	W	4	N	16	26	Sediment	Post
BR1S1045	9765	1259	12.89	868	333	3.41	323	3.31	Sampling	10/8/24	2024	1	BR1_1_012	15.3	0	0	9:40 AM	AM	45	NA	17.3	2.811	1.4	86.59	16.6	1.67	7.14	1.74	465169	W	2	N	15	20	Sediment	Post
BR1S1046	18918	3125	16.52	2173	857	4.53	800	4.23	Sampling	10/8/24	2024	4	BR1_4_012	1699.89	0	0	9:40 AM	AM	46	540	17	2.745	2.24	4.7	3.4	0.31	7.31	1.71	465169	W	2	N	15	20	Sediment	Post
BR1S1047	23099	3352	14.51	2459	1101	4.77	988	4.28	Sampling	10/8/24	2024	1					1:40 PM	PM	47	960	17.5	2.775	0.51	94.2	15	1.47	7.19	1.7	465283	W	3	N	8	21	Sediment	Post
BR1S1048	25471	5039	19.78	3701	1726	6.78	1589	6.24	Sampling	10/8/24	2024	4					1:40 PM	PM	48	540	17.3	2.762	6.7	71.36	3.5	0.33	7.33	1.71	465283	W	3	N	8	21	Sediment	Post
Br1Spi1PreB000	23609	5021	21.27	3916	2626	11.12	2321	9.83	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreB001	28255	7400	26.19	5499	2645	9.36	2378	8.42	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreB002	23534	6339	26.94	5104	3606	15.32	3205	13.62	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreB003	13868	3108	22.41	2402	1745	12.58	1435	10.35	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreS000	31965	7600	23.78	6107	2913	9.11	2703	8.46	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreS001	16818	4223	25.11	3349	1456	8.66	1368	8.13	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreS002	29154	5316	18.23	4149	2036	6.98	1862	6.39	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi1PreS003	24336	5212	21.42	4060	1690	6.94	1612	6.62	Spike In 1	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostB000	28443	4955	17.42	3682	2591	9.11	2359	8.29	Spike In 2	9/10/24	2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostB001	21734	4643	21.36	3606	2601	11.97	2414	11.11	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostB002	11441	2629	22.98	1795	1288	11.26	1138	9.95	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostB003	20653	5553	26.89	4350	3239	15.68	2895	14.02	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostS000	18649	4948	26.53	4155	2777	14.89	2589	13.88	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostS001	20281	5363	26.44	4314	2285	11.27	2011	9.92	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostS002	22084	4883	22.11	3993	2393	10.84	2191	9.92	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
Br1Spi2PostS003	27542	6550	23.78	5251	2765	10.04	2454	8.91	Spike In 2		2024	NA							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA		NA	NA		
